MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.05,3.1192e-01,6.3987e-02
3.15,2.3460e-01,4.8127e-02
3.25,1.7646e-01,3.6199e-02
3.35,1.3272e-01,2.7226e-02
3.45,9.9824e-02,2.0478e-02
3.5500000000000003,7.5081e-02,1.5402e-02
3.6500000000000004,5.6472e-02,1.1585e-02
3.7500000000000004,4.2475e-02,8.7133e-03
3.8500000000000005,3.1947e-02,6.5536e-03
3.9500000000000006,2.4028e-02,4.9292e-03
4.050000000000001,1.8072e-02,3.7074e-03
4.15,1.3593e-02,2.7885e-03
4.250000000000001,1.0223e-02,2.0973e-03
4.350000000000001,7.6892e-03,1.5774e-03
4.450000000000001,5.7832e-03,1.1864e-03
4.550000000000001,4.3495e-03,8.9227e-04
4.650000000000001,3.2712e-03,6.7107e-04
4.750000000000002,2.4602e-03,5.0469e-04
4.850000000000001,1.8502e-03,3.7955e-04
4.950000000000001,1.3913e-03,2.8542e-04
5.050000000000002,1.0462e-03,2.1463e-04
5.150000000000002,7.8668e-04,1.6138e-04
5.250000000000002,5.9146e-04,1.2133e-04
5.350000000000001,4.4462e-04,9.1210e-05
5.450000000000002,3.3417e-04,6.8553e-05
5.5500000000000025,2.5110e-04,5.1512e-05
5.650000000000002,1.8862e-04,3.8695e-05
5.750000000000002,1.4163e-04,2.9054e-05
5.850000000000002,1.0628e-04,2.1803e-05
5.950000000000003,7.9699e-05,1.6350e-05
6.0500000000000025,5.9703e-05,1.2248e-05
6.150000000000002,4.4663e-05,9.1624e-06
6.250000000000003,3.3351e-05,6.8418e-06
6.350000000000003,2.4843e-05,5.0964e-06
6.450000000000003,1.8444e-05,3.7836e-06
6.5500000000000025,1.3630e-05,2.7962e-06
6.650000000000003,1.0010e-05,2.0535e-06
6.7500000000000036,7.2871e-06,1.4949e-06
6.850000000000003,5.2391e-06,1.0748e-06
6.950000000000003,3.6987e-06,7.5876e-07
7.050000000000003,2.5401e-06,5.2107e-07
7.150000000000003,1.6686e-06,3.4230e-07
7.2500000000000036,1.0132e-06,2.0784e-07
7.350000000000004,5.2016e-07,1.0671e-07
7.450000000000004,1.4936e-07,3.0640e-08
